Должность,Ссылка,Компания,Зарплата,Опыт,Удаленная работа,GIT,LINUX,DOCKER,AWS,KUBERNETES,SECURITY,PENTEST,OWASP,SIEM,NETWORK,CRYPTO,COMPLIANCE
DevSecOps,https://hh.ru/vacancy/117881359,Rubytech,не указана,Более 6 лет,Да,0,0,1,0,1,1,0,0,0,0,0,0
Ведущий менеджер по аудиту ИТ,https://hh.ru/vacancy/118911255,билайн,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,1,0,0,0,0
Руководитель по ИБ консалтингу,https://hh.ru/vacancy/118521152,Траст Технолоджиз,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Senior DevOps-инженер (SD-WAN&SEC),https://hh.ru/vacancy/113158681,BI.ZONE,не указана,Более 6 лет,Да,1,1,1,0,0,1,0,1,0,0,0,0
Главный инженер по кибербезопасности (Отдел розничных продуктов),https://hh.ru/vacancy/118196916,СБЕР,не указана,От 1 года до 3 лет,Нет,0,1,1,0,1,0,0,0,0,0,0,0
Архитектор 1С ТОИР,https://hh.ru/vacancy/118248933,ГК Innostage,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Эксперт по защите критической информационной инфраструктуры,https://hh.ru/vacancy/117438798,Шереметьево Безопасность,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Администратор стратегических проектов (Информационная безопасность),https://hh.ru/vacancy/117752190,Солар,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Руководитель команды инфраструктурной кибербезопасности,https://hh.ru/vacancy/117938302,СберЗдоровье,не указана,От 3 до 6 лет,Нет,1,1,1,0,1,0,0,0,0,0,0,0
Главный специалист Отдела кибербезопасности и антифрод Служба информационной безопасности,https://hh.ru/vacancy/117979463,БАНК МБА-МОСКВА,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Инженер по автоматизации (Киберполигон),https://hh.ru/vacancy/118729960,Солар,не указана,От 3 до 6 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0
Сетевой инженер (Network security),https://hh.ru/vacancy/118472662,METRO Cash & Carry,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0
Ведущий сетевой инженер,https://hh.ru/vacancy/119010238,Инфосистемы Джет,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Специалист по управлению рисками ИБ,https://hh.ru/vacancy/118027671,ППК Единый заказчик,от 201205 RUR,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,1,0,0,0
Старший бизнес-аналитик\менеджер - Информационная Безопасность,https://hh.ru/vacancy/118782066,Технологии Доверия,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,1,0,0
Ведущий инженер сетевой безопасности,https://hh.ru/vacancy/118575285,Цикада,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0
Presale-инженер UC и ВКС,https://hh.ru/vacancy/118626552,intact,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Методолог по кибербезопасности,https://hh.ru/vacancy/118436468,СК Сбербанк страхование жизни,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Senior DevOps-инженер (SD-WAN),https://hh.ru/vacancy/113158988,BI.ZONE,не указана,Более 6 лет,Да,1,1,1,0,0,1,0,0,0,0,0,0
"Системный администратор (Microsoft, АВЗ Kaspersky Security Center, Cisco IOS 3)",https://hh.ru/vacancy/118244195,Правительство Москвы,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0
Senior Data Scientist,https://hh.ru/vacancy/118775118,СБЕР,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0
Инженер PAM,https://hh.ru/vacancy/118002560,Солар,не указана,От 1 года до 3 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0
Менеджер по техническому маркетингу (информационная безопасность),https://hh.ru/vacancy/96184104,СТЭП ЛОДЖИК (STEP LOGIC),не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Специалист по мониторингу информационной безопасности (система сбора и корреляции событий ИБ),https://hh.ru/vacancy/112435246,Главгосэкспертиза России,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Event-Driven Systems Engineer (CI/CD & IaC) в Центр мониторинга кибербезопасности,https://hh.ru/vacancy/118436818,ДОМ.РФ,не указана,От 1 года до 3 лет,Да,1,0,0,0,0,1,0,0,0,0,0,0
Главный аналитик группы по работе с выпускниками,https://hh.ru/vacancy/118586179,Финансовый университет при Правительстве РФ,от 105000 до 105000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Ведущий специалист по информационной безопасности,https://hh.ru/vacancy/108786199,Единая Европа-Элит и сеть магазинов СТИЛЬПАРК,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,1,1,1,1,0,1,1
Web security researcher,https://hh.ru/vacancy/118979389,Positive Technologies,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Старший менеджер по кибербезопасности АСУ ТП,https://hh.ru/vacancy/118001741,Северсталь,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
DevOps-инженер (BMS),https://hh.ru/vacancy/118305999,BI.ZONE,не указана,От 3 до 6 лет,Да,0,1,1,1,1,1,0,0,0,0,0,0
Системный инженер/архитектор ИТ инфраструктуры,https://hh.ru/vacancy/109733300,intact,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
Руководитель направления по информационной безопасности,https://hh.ru/vacancy/112711989,iTPROTECT,от 200000 RUR,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0
Старший менеджер по развитию бизнеса (Cloud/security),https://hh.ru/vacancy/117362825,билайн,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0
Старший инженер R&D,https://hh.ru/vacancy/118908902,ИнфоТеКС,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0
Senior DevOps-инженер (PAM),https://hh.ru/vacancy/118707410,BI.ZONE,не указана,Более 6 лет,Да,0,1,0,0,1,0,0,0,0,0,0,0
Ведущий инженер по безопасности приложений (AppSec),https://hh.ru/vacancy/118891694,Х5 Group,не указана,Более 6 лет,Да,0,0,1,0,1,0,0,1,0,0,0,1
Архитектор-инженер по кибербезопасности,https://hh.ru/vacancy/118874119,АБК,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,1
Инженер-эксперт сопровождения PAM,https://hh.ru/vacancy/119073837,BI.ZONE,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0
Специалист по анализу защищенности мобильных приложений (PT SWARM),https://hh.ru/vacancy/118728229,Positive Technologies,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0
Support Engineer (Algo Platform),https://hh.ru/vacancy/117697194,СБЕР,не указана,Более 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0
