Должность,Ссылка,Компания,Зарплата,Опыт,Удаленная работа,GIT,LINUX,DOCKER,AWS,KUBERNETES,PYTHON,JAVA,C_SHARP,GO,NODEJS,SPRING,DJANGO,FLASK,SQL,NOSQL
Senior .NET Developer,https://hh.ru/vacancy/118573558,SatffPick,от 3000 USD,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
QA Engineer Automation (Playwright),https://hh.ru/vacancy/118072051,Дартс рекрутинг сервисез,не указана,От 3 до 6 лет,Нет,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
DevOps-инженер (Трайб Data Office),https://hh.ru/vacancy/119160455,АО «ОТП Банк» (JSC «OTP Bank»),не указана,От 3 до 6 лет,Да,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
Team Lead Data Engineer в Чековую аналитику,https://hh.ru/vacancy/114565009,X5 Tech,не указана,Более 6 лет,Нет,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
Эксперт по автоматизированному тестированию (back-end Java),https://hh.ru/vacancy/118808644,IBS,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
QA Automation (Kotlin),https://hh.ru/vacancy/118625568,МТС,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Разработчик Битрикс (Backend) Senior,https://hh.ru/vacancy/104950644,АПТЕКА ВАША № 1,не указана,От 3 до 6 лет,Нет,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PHP+GO Backend-разработчик,https://hh.ru/vacancy/117382062,Московский метрополитен,не указана,От 1 года до 3 лет,Нет,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Разработчик Go, Отдел разработки ядра, отчеты, Ozon Bank",https://hh.ru/vacancy/115442211,Ozon,не указана,От 3 до 6 лет,Нет,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
Team Lead Java,https://hh.ru/vacancy/118433393,DCloud,до 450000 RUR,Более 6 лет,Да,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1
Разработчик Web (back-end),https://hh.ru/vacancy/117037103,Лоция,не указана,От 3 до 6 лет,Да,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Node.js Developer,https://hh.ru/vacancy/118739920,Rubius,не указана,От 3 до 6 лет,Нет,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
Ведущий программист (Senior Back-End Developer),https://hh.ru/vacancy/109611914,Группа Бринэкс,от 180000 до 250000 RUR,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Web-разработчик (Middle/ Senior),https://hh.ru/vacancy/114729656,МТС Финтех,не указана,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Программист,https://hh.ru/vacancy/118248789,"Метрополис, компания",не указана,От 3 до 6 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Team Lead Java,https://hh.ru/vacancy/118969490,СБЕР,не указана,От 3 до 6 лет,Нет,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
Системный аналитик (системы мониторинга),https://hh.ru/vacancy/117914274,Клауд Солюшенс,не указана,Более 6 лет,Нет,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Go Software Developer (Kaspersky SandBox),https://hh.ru/vacancy/115933732,Лаборатория Касперского,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
Senior/Middle AQA Engineer [Голосовая экосистема],https://hh.ru/vacancy/118469956,МТС,не указана,От 3 до 6 лет,Да,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0
Инженер по автоматизации тестирования C#,https://hh.ru/vacancy/116337458,СК СОГАЗ-Мед,от 119000 до 138800 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Business Analyst / Бизнес-аналитик (Медийные продукты),https://hh.ru/vacancy/109224030,Okkam,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Full-stack Vue/WebTutor разработчик,https://hh.ru/vacancy/118328553,"МАГНИТ, Розничная сеть",не указана,От 1 года до 3 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior Golang Backend Developer,https://hh.ru/vacancy/118823383,Х5 Group,не указана,От 3 до 6 лет,Да,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
Front-end разработчик (Nuxt),https://hh.ru/vacancy/117062034,МАКСБИТСОЛЮШЕН,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend Team Lead в Т-Город,https://hh.ru/vacancy/118964133,Т-Банк,не указана,Более 6 лет,Нет,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Бэкенд-разработчик PHP,https://hh.ru/vacancy/118653856,Мегаполис,не указана,От 3 до 6 лет,Да,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Python Developer (KATA),https://hh.ru/vacancy/118297229,Лаборатория Касперского,не указана,От 3 до 6 лет,Нет,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
Middle+ / Senior QA Auto Java специалист,https://hh.ru/vacancy/115631073,Линсофтверпродакшн,от 150000 до 280000 RUR,От 3 до 6 лет,Да,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Middle+ Android Developer,https://hh.ru/vacancy/116629353,Whoosh (ООО Вуш),не указана,От 3 до 6 лет,Нет,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Менеджер по развитию Техно-бренда / DevRel,https://hh.ru/vacancy/117271536,Selectel,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Разработчик Node.js Senior,https://hh.ru/vacancy/118649173,Appie.tech,от 3000 до 5000 USD,От 3 до 6 лет,Да,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
Node.js Developer (Backend),https://hh.ru/vacancy/118153721,Okkam,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Архитектор решения,https://hh.ru/vacancy/118127116,Сиэс Групп,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go-разработчик (команда ВКонтакте),https://hh.ru/vacancy/116238020,VK,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AI / ML Tech Lead,https://hh.ru/vacancy/117907463,Voximplant,не указана,Более 6 лет,Да,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1
PHP-разработчик (Laravel),https://hh.ru/vacancy/118440374,Русский Экспресс,не указана,От 3 до 6 лет,Нет,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
PHP BackEnd разработчик,https://hh.ru/vacancy/108752861,СОЮЗМУЛЬТФИЛЬМ,не указана,От 3 до 6 лет,Нет,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Backend Программист С++ (Middle) (под Linux),https://hh.ru/vacancy/115896102,ГЕТ ЭКСПЕРТС РЕКРУТМЕНТ,до 250000 RUR,От 1 года до 3 лет,Нет,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
Lead Fullstack engineer (React + Node.js),https://hh.ru/vacancy/118518943,"Hi, Rockits!",не указана,Более 6 лет,Да,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Fullstack senior разработчик,https://hh.ru/vacancy/118095445,БАЗАР,от 370000 RUR,Более 6 лет,Да,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Senior Go-разработчик,https://hh.ru/vacancy/111350677,Перформикс,не указана,Более 6 лет,Да,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Специалист по автоматизации тестирования,https://hh.ru/vacancy/116799599,BI.ZONE,не указана,От 1 года до 3 лет,Да,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
Senior Backend developer (PHP),https://hh.ru/vacancy/118782925,Visible,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Fullstack-разработчик с упором на Back (Node + Vue3),https://hh.ru/vacancy/118645326,ИКС-ПРО,до 300000 RUR,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
Senior Node.js Backend Developer (Nest.js),https://hh.ru/vacancy/118786083,StormWall™,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Инженер мониторинга поддержки разработки,https://hh.ru/vacancy/116527173,DatsTeam,не указана,От 1 года до 3 лет,Да,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Senior Python Developer,https://hh.ru/vacancy/118048803,Леста Игры,не указана,От 3 до 6 лет,Нет,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0
Senior Java Developer,https://hh.ru/vacancy/118155387,Netwrk,не указана,Более 6 лет,Да,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1
Разработчик/DevOps по созданию VPN-сервисов,https://hh.ru/vacancy/118971647,АСТ,не указана,Более 6 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Руководитель команды Balady App,https://hh.ru/vacancy/111554837,2ГИС,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Старший инженер по автоматизации тестирования C#, ERP и учетные системы",https://hh.ru/vacancy/118574465,Ozon,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Delivery Lead/Manager,https://hh.ru/vacancy/117576549,Bell Integrator Регионы,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Старший разработчик Go, Группа разработки карточного ядра, Ozon Банк",https://hh.ru/vacancy/118212072,Ozon,не указана,От 3 до 6 лет,Нет,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
Back-end разработчик PHP (middle+/ senior),https://hh.ru/vacancy/115592582,Simple,не указана,От 3 до 6 лет,Да,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
QA automation engineer (Senior),https://hh.ru/vacancy/118770681,Опендэв,не указана,От 3 до 6 лет,Да,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
QA-инженер по автоматизации тестирования СУБД Postgres Pro (Python),https://hh.ru/vacancy/118649440,Postgres Professional,не указана,От 3 до 6 лет,Да,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
Chapter Lead PHP разработки,https://hh.ru/vacancy/118192104,МФК ВЭББАНКИР,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Python Developer,https://hh.ru/vacancy/118712840,СБЕР,не указана,От 3 до 6 лет,Нет,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Ведущий инженер-исследователь (702),https://hh.ru/vacancy/103037474,ФГУП Всероссийский научно-исследовательский институт автоматики им. Н.Л. Духова ( ГК Росатом),от 150000 до 150000 RUR,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior Web Backend Разработчик (.NET C#),https://hh.ru/vacancy/117032536,Лоция,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Team Lead Python (Middle / Middle+),https://hh.ru/vacancy/118575571,Патрес,от 1000 до 1500 RUR,Более 6 лет,Да,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
Инженер по автоматизированному тестированию / QA Automation Engineer,https://hh.ru/vacancy/118617556,БУЛАТ,не указана,От 1 года до 3 лет,Да,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
Fullstack-разработчик,https://hh.ru/vacancy/118765288,Правительство Москвы,не указана,От 1 года до 3 лет,Да,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Ведущий разработчик Битрикс 24,https://hh.ru/vacancy/116501808,Джи Эл Эс Фармасьютикалз,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior Full-Stack Developer (Video Streaming),https://hh.ru/vacancy/118573277,НДК,от 250000 RUR,От 3 до 6 лет,Да,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Middle / Senior Backend разработчик (PHP Symfony),https://hh.ru/vacancy/117749144,Медиа Бизнес Солюшенс,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Проджект/продуктолог IT (в онлайн-школу),https://hh.ru/vacancy/118619371,Конев Михаил Юрьевич,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior C# Engineer с переходом на Go в команду Отелло,https://hh.ru/vacancy/111727064,2ГИС,не указана,Более 6 лет,Нет,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Системный аналитик (Виртуальный помощник),https://hh.ru/vacancy/118777846,СБЕР,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Главный специалист направления Мобильная разработка,https://hh.ru/vacancy/118629925,ЕВРАЗ,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fullstack-разработчик (корпоративный сайт),https://hh.ru/vacancy/118354958,"Согласие, страховая компания",не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack-разработчик,https://hh.ru/vacancy/118596968,Электронная торговая площадка Газпромбанка,не указана,От 3 до 6 лет,Да,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Разработчик систем бизнес-аналитики PIX BI,https://hh.ru/vacancy/118875067,Айсорс,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Team Lead Golang,https://hh.ru/vacancy/119084734,Х5 Group,не указана,Более 6 лет,Нет,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
Middle+/Senior server developer (Node.js /Gamedev),https://hh.ru/vacancy/117581554,Azur Games,не указана,От 3 до 6 лет,Да,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Бэкенд разработчик в команду Monitoring/Observability,https://hh.ru/vacancy/117704663,АВИТО ТЕХ,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Bitrix-разработчик,https://hh.ru/vacancy/118078283,iBrush,не указана,От 1 года до 3 лет,Да,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Tech Lead (Node.js),https://hh.ru/vacancy/118867750,MetaLamp,не указана,Более 6 лет,Да,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
"Разработчик Go, Invest, Ozon Банк",https://hh.ru/vacancy/112429035,Ozon,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
PHP Full stack developer,https://hh.ru/vacancy/118819852,Sky World Community,от 120000 RUR,От 1 года до 3 лет,Да,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1
PHP / Go Developer,https://hh.ru/vacancy/116507116,PLC.01,не указана,От 1 года до 3 лет,Да,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
Старший разработчик Python,https://hh.ru/vacancy/117014615,Swordfish Security,не указана,Более 6 лет,Да,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1
Разработчик инфраструктуры метрик качества Поиска,https://hh.ru/vacancy/118260820,Яндекс,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
Web-программист по 1С Битрикс,https://hh.ru/vacancy/118505320,Web-студия Internet-Team,от 80000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Руководитель группы разработки/Team Lead Python developer,https://hh.ru/vacancy/118545395,НТЦ ИТ РОСА,не указана,От 3 до 6 лет,Да,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
Бизнес-аналитик в IT- компанию,https://hh.ru/vacancy/117113250,"РОЛЬФ, группа компаний",не указана,От 1 года до 3 лет,Нет,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
Kotlin backend developer,https://hh.ru/vacancy/118780039,И Вэ Групп,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Ведущий web-разработчик ASP.NET,https://hh.ru/vacancy/118703505,СКРИН,не указана,От 1 года до 3 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Middle php developer,https://hh.ru/vacancy/118006415,Brand Analytics,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Старший QA-инженер по автоматизации тестирования СУБД Postgres Pro,https://hh.ru/vacancy/118254035,Postgres Professional,не указана,От 3 до 6 лет,Да,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
Руководитель ИТ-проектов,https://hh.ru/vacancy/118828976,СОГАЗ,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Engineer,https://hh.ru/vacancy/115419227,СБЕР,не указана,От 3 до 6 лет,Нет,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0
Ведущий специалист по техническому сопровождению сайта,https://hh.ru/vacancy/118459840,FESCO (ПАО Дальневосточное морское пароходство),от 110000 до 140000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node.js разработчик (со знанием Java),https://hh.ru/vacancy/117528006,СБЕР,не указана,От 3 до 6 лет,Нет,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
Старший (Senior) .NET/C# разработчик Backend в игровую компанию,https://hh.ru/vacancy/118263481,К1 образование,от 220000 RUR,Более 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fullstack-разработчик (Vue.js + Node.js + OpenAI API) для SaaS-проекта,https://hh.ru/vacancy/119036862,Органайзер ЛидерТаск,от 150000 RUR,От 3 до 6 лет,Да,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Руководитель группы разработки аналитической платформы (A/B & ClickStream),https://hh.ru/vacancy/118570916,Туту,не указана,От 1 года до 3 лет,Нет,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Lead QA Auto (MTS AI),https://hh.ru/vacancy/118122686,МТС,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Senior Java/Kotlin Developer,https://hh.ru/vacancy/118586807,Лалиев Никита Алексеевич,от 4500 до 6000 USD,Более 6 лет,Да,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1
Программист Bitrix-24 и 1С Bitrix (Senior),https://hh.ru/vacancy/118991023,Союз,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Backend Team Lead (Tbilisi),https://hh.ru/vacancy/117754610,TradingView,не указана,Более 6 лет,Нет,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
Старший системный аналитик (Платежи),https://hh.ru/vacancy/118565044,МТС Финтех,не указана,Более 6 лет,Да,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Senior Android Developer,https://hh.ru/vacancy/118858280,DatsTeam,не указана,От 3 до 6 лет,Да,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Разработчик 1С на удаленную работу (отраслевые и специализированные решения),https://hh.ru/vacancy/92062435,1С,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"QA Lead (Unity, Mobile, Backend)",https://hh.ru/vacancy/118469792,S8 Capital,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
C#/.NET-разработчик,https://hh.ru/vacancy/117317283,ОВИОНТ ИНФОРМ,не указана,От 1 года до 3 лет,Нет,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ведущий системный аналитик (Data Platform и ML),https://hh.ru/vacancy/118841320,БЮРО 1440,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior PHP Developer,https://hh.ru/vacancy/112753199,Marfatech,не указана,От 3 до 6 лет,Нет,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1
Инженер внедрения ПО,https://hh.ru/vacancy/117753440,Swordfish Security,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Security Researcher,https://hh.ru/vacancy/118781866,АСТ,не указана,От 1 года до 3 лет,Нет,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Ведущий web-программист/Ведущий PHP разработчик/PHP разработчик/PHP программист,https://hh.ru/vacancy/88915165,Международный концерн ДорХан,от 170000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Senior Python developer,https://hh.ru/vacancy/117105423,СберПраво,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1
Go/PHP Developer,https://hh.ru/vacancy/117623364,VK,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
QA engineer (automation GO) в команду ж/д,https://hh.ru/vacancy/118711560,Туту,не указана,От 3 до 6 лет,Нет,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
PHP Backend разработчик,https://hh.ru/vacancy/118257950,ТК Гранд Сервис Экспресс,от 134911 RUR,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
.NET Lead,https://hh.ru/vacancy/118704088,USETECH,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Backend Engineer (Node.js),https://hh.ru/vacancy/117915243,VK,не указана,Более 6 лет,Да,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Node JS Backend Team Lead,https://hh.ru/vacancy/118858962,НЕЙРОВИЖН,от 300000 RUR,От 3 до 6 лет,Нет,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Старший Java-разработчик в финансовые сервисы Эйчартеха,https://hh.ru/vacancy/119022789,Яндекс,не указана,Более 6 лет,Нет,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
Разработчик бэкенда в Маркет для бизнеса,https://hh.ru/vacancy/118248084,Яндекс,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
"Senior back-end NodeJS developer (Web3, cryptography)",https://hh.ru/vacancy/118572551,Мамаева Ирина Анатольевна,до 6000 USD,От 3 до 6 лет,Да,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1
Senior fullstack developer C# .NET 8/Vue 3 TS,https://hh.ru/vacancy/119132887,ProSpace,не указана,Более 6 лет,Да,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Руководитель Отдела развития интернет технологий и управления данными (Teamlead Java),https://hh.ru/vacancy/118782730,Петербургская Биржа,не указана,Более 6 лет,Нет,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
Инженер-программист микроконтроллеров,https://hh.ru/vacancy/110860207,EKF,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior DevOps engineer [Экосистемный Audiokit],https://hh.ru/vacancy/118310289,МТС,не указана,От 3 до 6 лет,Нет,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Тестировщик - Автоматизированное тестирование (Ученик),https://hh.ru/vacancy/118615002,Bell Integrator,не указана,Нет опыта,Нет,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Technical Product Lead,https://hh.ru/vacancy/118626020,Garage Eight,не указана,Более 6 лет,Нет,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
IOS - Разработчик (в офис),https://hh.ru/vacancy/118553333,АВТОДОК (Autodoc),от 220000 до 330000 RUR,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior System Analyst (ADAS),https://hh.ru/vacancy/118074312,Атом,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DevOps Engineer,https://hh.ru/vacancy/118489803,Дартс рекрутинг сервисез,не указана,Более 6 лет,Нет,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Старший инженер по автоматизации тестирования (Система WMS),https://hh.ru/vacancy/118808440,Ozon,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Senior Java Engineer с переходом на Go в команду Отелло,https://hh.ru/vacancy/111727043,2ГИС,не указана,Более 6 лет,Нет,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Senior Data Engineer (DWH),https://hh.ru/vacancy/116376129,СберЗдоровье,не указана,От 3 до 6 лет,Да,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Senior backend developer C#/.NET,https://hh.ru/vacancy/117793985,LIFE PAY,не указана,Более 6 лет,Да,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Full-stack разработчик,https://hh.ru/vacancy/118422049,"Рубеж, Группа компаний",не указана,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DevOps Engineer (Middle / Senior),https://hh.ru/vacancy/117955154,МТС Финтех,не указана,От 3 до 6 лет,Да,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Fullstack-разработчик,https://hh.ru/vacancy/118612624,Кей Джи Инжиниринг,не указана,Более 6 лет,Да,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1
Senior Backend Developer / Бэкэнд Программист,https://hh.ru/vacancy/115608101,MadOut Games,не указана,Более 6 лет,Да,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Team Lead C++/Rust,https://hh.ru/vacancy/118523847,Р-Вижн,не указана,Более 6 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior / Middle+ ML Engineer (Python, DevOps)",https://hh.ru/vacancy/119028233,D2D Studio,от 160000 до 220000 RUR,От 3 до 6 лет,Да,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
Data Scientist NLP (портал gosuslugi.ru),https://hh.ru/vacancy/115401050,РТЛабс,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Старший Backend-разработчик в команду разработки высокопроизводительных систем,https://hh.ru/vacancy/118574056,VK,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Python разработчик AI-агентов,https://hh.ru/vacancy/117571552,СБЕР,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1
Разработчик инфраструктуры аналитики Нейро в Поиск,https://hh.ru/vacancy/118256503,Яндекс,не указана,От 3 до 6 лет,Нет,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Auto QA engineer (Python),https://hh.ru/vacancy/118262711,Finstar Financial Group,не указана,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Старший Python + Go разработчик,https://hh.ru/vacancy/118487859,Иви,не указана,От 3 до 6 лет,Нет,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1
Chief Technology Officer (AdTech / Golang),https://hh.ru/vacancy/113742467,Go Ahead,не указана,Более 6 лет,Да,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
Разработчик Java/Python (Senior),https://hh.ru/vacancy/118287232,Про.Потолок,от 300000 RUR,Более 6 лет,Да,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
PHP Backend Developer Middle+/Senior,https://hh.ru/vacancy/118662365,"Hi, Rockits!",не указана,От 3 до 6 лет,Да,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"Разработчик Go, Ozon Invest, Обслуживание займов, B2B",https://hh.ru/vacancy/116107590,Ozon,не указана,От 3 до 6 лет,Да,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
